,season,episode,speaker,text_bound
675,3,6,wendy ,"And here's you water, in case you're dehydrated, Ted Mosby."
676,3,6,,"[Flashback - At the doctor's - Ted/Ted doctor's]The doctor: Open wide. I guess you're more used to saying that hearing it, huh, Ted Mosby? [End Flashback]Ted: Who is this guy? And why my doctor watching p*rn? Jeff:There's also a signing bonus, uh, use of a company car, expense account, blah, blah, blah. Hey, by the way, turn around and wave to Patrick Swayze."
677,3,7,all ,Cheers! Chug! chug! chug! chug! drink it! yes! Well done. Nice! yeah!
678,3,7,bank employee," Great, that is great  okay! All right, back to business. All right, MRS Aldrin, i'm going to need your social as well.  Yes, but since you're a married couple, you'll be applying for a joint loan, so.  Got it! Let's see what kind of rate i can get you 2.  There we go, Congratulation you've been approved for a loan at 18%.  you're lucky to be getting mortgage.  You have quite a bit of debt.  Okay, actually, it's because of your wife's credit card debt."
679,3,7,barney ,"Well, I love commitment. I wish i could marry commitment. I met a girl last night. So perky and full of life and not at all fake. C! And that wasn't spanish, that was cup size! What up! Mmmm... All right, Ted. Imagine the heads of two Irish babies. Let's call them...(bbllluuuuu) and (bllluuu) Pay up! p*ssy! I see. Between you and me, i'm also interested in this apartment. So is there any way i could come back later and check it out while you'rte showing them other places? Ted, do you think i have no morals whatsoever? I simply want to fool a girl into thinking this is my apartment so i can nail her once and never have to see her again. I'm not a monster! Welcome to my humble abode. Ah, make yourself at home. Please get comfortable. If you see something you like, just take it. Uh... That's my parents. Yeah! They're a chinese couple that wanted a white baby, it works both ways. Cookie? You got me. My sisters taught me how to bake and how to listen. I'm glad. Sometimes, i don't. A place like this really needs a lady of the house. I know it's early to be thinking of you as... Oh, God, i'm freaking you out, aren't I? It's just you make me feel so safe. I didn't..."" Yeah, we spent the night. Hey, look at you. The only thing missing from that bathrobe are your initials. Only if she sleeps in the bed and i sleep on the couch. I love you. There, i said it and i'm not taking it back. How about you get in the shower, and i will make us some waffles. Works at every time. Yup! Yeah. That little guy saw some stuff i'm not proud of. Don't touch the evidence. (to Ted) I got your back partner. If you wwant to get to the bottom of this, you're gonna need a stronger stomach than that, doll face. What do you think, make obsess? I'll just, uh, take this down to the lab. (He wants to take the wonderbra. Robin grab it from him). Ah! Robin, just... Just... Robin, just... They can't... get divorced. The world needs Marshall and Lily... together... I'm not crying, there's something in my eye. I know, it's a terrible idea. You can't do it. Just look at me. Oh, thank God. Cause, i mean, if you did then who'd be the lame married couple i get to make fun of? Like 'Hey Marshall, you're married mrs right, you just didn't know her first name was Always.' That stuff is cold."
680,3,7,cab driver," Oh, that's just the plant. Don't worry, they shut it down on the weekends.  Don't you know? Baby, this whole neighborhood is downwind of the sewage treatment plant.  I said, we're downwind of the sewage treatment plant."
681,3,7,girl ,I'm wearing your bathrobe. I hope you don't mind. My mom's gonna be in town next week. It's okay if she stays with us? You're so sweet. Oh my god! I love you too. I'm finally not the first one to say it!
682,3,7,girls ,Merci papa (en francais)
683,3,7,lilly ,"Marshall, there's something i have to tell you, and i want you to hear it from me first."
684,3,7,lily ,"Please stop! I thought you were shaving your face! Actually, I left the lid open. Sorry baby. Oh yeah, but that one's not for rent. It's for sale! what? Hy! My name is Lily and I'm a shopaholic. I buy designer clothes and accessories that i can't afford. I have 15 creditcards and they're all maxed out. And no one outside of this room, not even my husband, knows. And i feel terrible because all i want to do right now is ask you (to a girl of the meeting) where you got those shoes? They're adorable. we can't buy, we have debt. I forgive you. Well... I'm just saying as your wife, you know i'm cool that you spent tens of thousands of dollars on a brand name law school because i know it make you feel good and pretty. Where is it? Dowisetrepla? O right Dowisetrepla! No, i'm from New york. I know this neighborhood. I'm down in the D-town. Sounds great boys! Who wants chocolate pancakes? I know. It's... Isn't it amazing? Waddington? meters? I know, i know, i know, i know! But what do i tell him? You really don't know Marshall at all. Oh Marshall, can i talk to you? Marshall, i just... I don't know if now is the right time to buy."" oh persephone! oh daphne! these'll be perfect additions to our upcoming mother-daughter exhibit at the Met. I love it, but Marshall, i should have told you this long time ago. We can't afford to buy an apartment because i have too much credit card debt. I am so sorry. I love it. Let's get it. (to the agent) Can we charge it? I know what you're thinking. I should tell Marshall the truth. I've got the whole thing figure out. We'll apply for the loan under Marshall's name, and he'll never need to know. And then in the meantime, i'll slowly work down my debt, right after i furnish the apartment. I saw this amazing leather sofa today. What? Why? I mean, you already have Marshall's. Well, can we just go ahead and do it in my husband's name? He's the head of the household. He earns the big bucks. I mean, can women even own property? Okay my... my social is, uh... 1glmmdhgj2. Let's get out of here, Marshall. We have an annoucement. Ow, I should explain. We got in a pretty big fight. Marshall stormed out. Still drinking that? Listen, i've been thinking about this, and i know there's no way to undo what i've done, but, well, I made an appointment with a divorce lawyer. Oh no no! no, no, no No! I just mean on papers, so that you can buy the apartment without my bad credit dragging us down. I'm sorry, i shouldn't have led with the divorce lawyer part. I love you too, and i want us to have our dream home. And well, i don't know, it seems like this is a way to do it. So Marshall Eriksen, will you divorce me? So is that a yes? You can't sleep with other women though. No! We're home on earth! Yeah! There it is! Our new home! We shall. Oh! what a horrible smell. Wh-what plant? What are you talking about?"
685,3,7,marshall ,"Guys, it's 3:00 in the morning and it reeks in here. Ted! How many times have i asked you to put the lid back on the peanut butter jar? (Ted wants to speak but Marshall goes on) It's this sort of incoiderate, immature jackassery that makes me feel like i'm living in the Realworld house, and not the early years when they all had jobs and social consciences. I'm talking about Hawaii and after! I can't take this anymore! Hey, here's one. Private building, recently renovated, hardwood floors, tons of light, two bedroom, 2 bath. Oh right! You should buy a place! Baby, real estate is always a good investment! And the market is really hot right now. And because of my new job, we are in such a strong place financially. Yeah, i know, my sudent loans are pretty big. What? Let's just go take a look at this place. Uh, it's in a neighborhood called... Dowisetrepla? O, Actually we live on the Upper West side, so... I'm, I'm gonna stop you right there. Dont bother with the hard sell. This place is, is way out of our price range, and besides, we've only just started to looking. Thank you guys for coming down here so quickly. No, Dude. This is dowisetrepla. yeah! pffff (to the estate agent) he's from Ohio. (to Ted) Dowisetrepla is the up-and-coming neighborhood. I think this right the place where lily and i start a family, I can see it now. All right, bring it home, boys! Man, life is gonna be sweet! I see what you're doing here. ""another couple"", please, that crap is page one out of the Realtor's playbook. And we're not buying it. Another couple? No! We want it. Sell it to us. We'll give you so much more money. But we're not doing this for now, we're doing this for our future. Can't you imagine starting a family here? Looks great girls. Who wants crapes of Yes! I've been staring at that thing for years. Wendy, bring me the comically large bottle of champagne. Honey, once you've made the sale, stop selling. Wait! That cork is the size of a softball and you're pointing it directly at Wendy the waitress's face. Hey, uh, can we get this in singles? Before we get the apartment i want to put in a kiddie pool and swim around in it naked. (laugh) Thank you. Go ahead, just give him your social. Under six percent, under six percent, please No way. That-that can't be right. Hold it, I- i don't understand. Did we do something wrong or...? My student loans. Great. I thought we were friends. you know what, it's fine to penalize me for trying to get an education and bud a career, but i will not let you deprive my beautiful wife of her dream home just because i... Hey, hey guys. I went, uh, to the bar. I paid for it. And apparently money's tight now, so... What?! What?! You want a divorce now? Lily... are you trying to k*ll me? No, you shouldn't have! I love you, Lily. That's the sweetest divorce proposal i've ever heard. No we're not getting divorced, not even on paper. Lily, when i married you, i married your problems too. The ones i knew about and the ones i didn't. So that was the deal, we'll figure this out together. (They kiss, the waitress comes) I just got off the phone with the Realtor. We told her that, uh, because of our finances, we're not getting the place. It's just --it's not the right time. Ow this is exciting! Shall we? It reeks! Wait... What did you just say?"
686,3,7,meg ,"Yeah i thought i was gonna get married to my last boyfriend but, boy, did that guy have commitment issues! That whole relationships, that 3 weeks of my life i'll never get back."
687,3,7,narrator ,"everybody make mistakes. Take this girl Meg for instance She made a mistake, a mistake named Barney. When you get married you start out growing certain parts of your life; and for Lily and Marshall, those certain parts were, for the most part, me. Discontent was bubbling under this surface, until one day... But still, it was time to move forward. So they set out to find a new apartment to rent. Kids, uncle Marshall always like to say that he made 3 big mistakes in his life. This was the first (Marshall, when he was kid, on his roof with cardboard wings is going to jump). This was the second (Marshall shaves his head just before his weeding with lily). And this was the third and biggest. It's not! It wasn't. They weren't. 'Cause Lily had a secret. Is what Marshall should have said. Is what Marshall should have said. Is what she should have said. Is what he should have said. Is what Marshall should have said. Is what we should have said."
688,3,7,phone voice," Greenstein and Lee, Divorce Attorneys. (Surprised, Ted throws the phone)"
689,3,7,robiin ,Is that why my Yorkie trembled for like a week after i got back?
690,3,7,robin ,"Ted said it was okay. Hi, Lily. O, you guys don't do that here? sorry. (to lily) Proceed. Oh my god lily, have you seen this kitchen? What the hell are you doing? You can't buy this place; lily you have a debt of the size of Mount Waddington! It's the tallest mountain in Canada. It's like 4000 meters high. Ro, don't let Marshall fall in love with this apartment. I-I don't know, tell him, tell him you saw a ghost. Tell him it's haunted. you should be a reality show. Okay, let me get this straight. You just snuck this girl into some stranger's apartment? Wait. That time that you offered to walk my dogs when i went to visit my dad in Vancouver... Wh-what? What do you mean? Oh, God here we go. He had a detective club as a kid. The Mosby boys? You mean you and your sister. Let me guess, it was in the garbage. A water bott. Ew, that was on the floor. Hey, Ted! Which Is why this picture is crooked. I know what they've been fighting... I know what they were fighting about, and it wasn't peanut butter. They were fighting because they didn't get the loan and it's all Lily's fault. Yeah, she has a pile of debt the size of mount... Rushmore Well, it's been nice knowing you guys. Well, Marshall's gonna get yyou guys, Lily's gonna get me. It's a little weird. They're back. So you're not getting a divorce? So what's the annoucement?"
691,3,7,ted ,"Really? You're talking about her boobs, right? So these boobs... Paint me a word picture. Why could you come in? you hear me shaving! Well, clearly i wasn't! Ah, hey, Marshall. You're still up? Aren't you taking the bar tomorrow? I've never been to this neighborhood. Kind of thought this part of town was water Dowisetrepla? Is that an abbreviation for something? oh! Are you serious? You're trying to sneak this apartment away from Marshall and Lily? There was a fight here. Whenever Marshall and Lily have a big argument, they always leave a trail of evidence all over the apartment. HUm the Mosby boys cracked a lot of big cases. We solved the mystery of the missing retainer. Why are you like this? Anyway, this is serious. I know Lily and Marshall. All the tell tale signs are here. Like this It's not stiny water bottle. Notice the label is peed off. Just as i suspected, Cherry Garcia. Given the liquid consistency, i place the fight between... noon and 1. Marshall stood here. Eating and yelling, yelling and eating. Lily stood here. Crying. (Ted takes a handkerchief on the bar of the kitchen) And then Marshall tried to storm out... but Lily went for the Hail Marpass. There'd be a bigger mess. tempted as he was, Marshall was still too upset. Nice catch, Robin. Now that we need is a motive. The million dollar question what were they fighting about? bup bup bup bup bup... Theres's only one possible conclusion. Lily and Marshall are fighting about peanut butter. Lily left the lid off... (Ted put dark sunglasses) and marshall blew heads. I appreciate your help, but there's a reason your name is Robin, not Batman. What? Nice try Robin. So, the next thing Lily did was give Marshall a few hours to cool off about the peanut butter. Then she called him to apologize, which is why the last number dialed is... (Ted take the phone and see the last number) This can't be happening. Not Lily and Marshall, no way. What do you mean? Even if they break up, that doesn't mean we can't all hangout. I mean we broke up and we still hang out. It's not weird. Yeah, it is. It's weird. I hit redial on the phone. Divorce lawyers? Yeah, I know Wow, guys! You scared us."
692,3,7,the estate agent," No need to be embarassed, listen, here in New York we just shorten the names of all the neighborhood: soho, trybeka, nolita,...  Oh, well, nobody calls it D-town. Dowistrepla the up-and-coming neighborhood. And i have to tell you, for these prices you're not going to be able to find an other...  Oh, they're on vacation in France for 2 weeks.  The lockbox combination is 1421, and here's my card.  Now, listen, i don't want to put a lot of pressure on you, but there is one other couple that expressed very serious interest  So... What do you guys think?"
693,3,7,the girl," This place is so nice.  They're Asian.  Wow! Did you make those?  Wow, i feel so at home here."
694,3,7,the others, Are you insane?
695,3,7,the waitress, Anything else?
696,3,7,together ,Yeah!! (They hug each other)
697,3,7,wendy ,"Really? Are you sure? It's never been refrigerated. And i think at some point there was a fish in it. All right, but you guys have to help me carry it."
698,3,7,,"[The apartment -Barney/robin- They smoke a cigar and watch a catch game on tv]Together: Oh! No no! [A building in Dowisetrepla- An appartment -Marshall/Lily/An estate agent]The estate agent: Dowisetrepla. Oh, i see, you're not New Yorkers. [Rewind] Marshall: I'm gonna stop you right there. I LOVE IT. LET'S GET IT! Boys:Tthanks mommy! [The living room- Barney makes a sign to the estate agent]Barney: So, uh, the owners, where are they? [The bar ]Ted: To Lily and Marshall and their momentous step forward into adulthood. Marshall, Ted, Barney: All right, let's do it. Let's do it. : nice! nice! [The building in Dowisetrepla]Narrator: Now if you are thinking about buying an apartment, it's always good to check the place out at night. The girl (taking picture on the table): Who are these people? [A bank's office - Lily/Marshall/a bank employee]Narrator: The next day, Lily and Marshall went to the mortgage broker to get a loan. [Flashback - The apartment- Lily/Marshall - They quarrel]Ted (voice off): Lily always peels labels off the bottle when she's feeling guilty. This lab is not only peel off but torn up. Oh man, she must have done something bad. Which means Marshall must have been really angry, and when Marshall gets rely angry, he eats. Wendy, upset, with a black eye: Can i get you guys anything else? [Rewind] Marshall: I just got off the phone with the Realtor. we got the place! Marshall & Lily: Oh oh"
699,3,9,all ,"Hey, bob. Major cleaner! General idea."
700,3,9,barney ,"No way! March does not have 31 days. I gotta go. What? I'm sorry. Did you just say Canadian Thanksgiving was and I'm quoting,""the real Thanksgiving""? What do Canadians even have to celebrate about? Why are you guys even a country? Well, there, you said it again. Slapsgiving. no. No, no. The countdown ends at 3:00 p.m., the day after Thanksgiving. I counted it out. Uh, thirty. Damn it! Wait, you're gonna slap me on Thanksgiving? That's not allowed. Lily, you're the slap bet commissioner, is that allowed? Well, you know what? If you're trying to freak me out about spending Thanksgiving... Right. Cause you blew it. The worst part about getting slapped is not knowing when it's going to happen. But now I know exactly when I'm gonna get slapped. So, you took all the suspense out. You showed your hand. Nothing but respect for that man. Yeah, I'll be there, absolutely. Hey, say no more. I mean, when I pulled you out of that burning wreckage, I wasn't doing it to have a battleship named after me. But if you insist, yes, I'll be there for the christening. No, I'm not going to wear the medal of honor. That would just be tacky. No, no. Thank you, mr. President. (He hungs up) Sorry. Please, you took out all the suspense. In a horror movie, the killer does not grab a bullhorn and announce, ""Attention unsupervised teens here at the lake house: at precisely 3:00 a.m., I'm gonna jump out of that closet right there and hack you all up with a machete. P.S. fire is my one weakness."" Exactly. And you know why? Because you don't want to hurt someone you really care about, especially around the holidays. I mean, what decent human being would want to cause any kind of emotional or physical pain... Ooh. terrible. She's got you making pies for this guy? Relapse five! That's where we high-five, then it's awkward for a little bit... and then we high-five again! Um, most Thanksgivings. I'm not scared. Please don't slap me. Oh, God! don't slap me again! I don't want to get slapped again, and the first two times hurt so bad, I don't like it! I don't like it one bit! Well, you didn't ruin it; you made it so much worse! I can't eat. I can't sleep. I've lost ten pounds; my suits are wearing me. You know what? I'm outta here. Why can't I?! Nowhere in the rules does it say that I have to sit through sort of mental torture! You are allowed to slap my face, Sir, but you are not allowed to slap my mind! Good day! Yes! In your face! Not my face... your face! Marshall, you're not eating. Did something spoil your slap-petite? I thought we were done with that? Hey, check it out! We're in the last 20 seconds of Marshall's countdown to nothing. How does it feel, Marshall,to sit there, impotently... your large, flaccid hand,just dangling in the wind? Ooh, classy touch, dude. Too bad! I will in... five... What?! Wait, you..."
701,3,9,bob ,"Hey, sweetie. Hey, dudes,what's crackin'?. Good to meet you. Sorry I'm late. I just got off the phone with my parents. They were totally on my case: ""What are you gonna do with your life? You're forty-one."" and I'm like, ""Chillax, snowboarding is a legit career. you ought to be stoked I found my bliss."" and speaking of bliss,sugar me, baby. ( Robin and Bob kiss) What's up, dudes? Not too grownup. I made jell-o shots. We're gonna get silly, bitches. This is rad! A nice, small,simple Thanksgiving. I'm the youngest of ten in my family, so our Thanksgiving is a mess. All the yelling and the screaming... It's really a major buzz-kill."
702,3,9,lily ,"Isn't it sad? I mean in 2007, some countries actually still condone corporal punishment. Peeing. All right,we have a turkey. Isn't this exciting? Our first Thanksgiving together as a group. Bob? You've been on, like, three dates with that guy. We haven't even met him. Yes. This is our first Thanksgiving. 30 years from now, we're going to look at the photos and say, ""Oh, there's the four people I love most in the world... and Bob."" The hostess in me who's using her wedding china for the first time wants to say hell, no, but yeah, I 'm going to allow it. What are you talking about? He's forty-one.he looks great. Oh, by the way, we're all baking pies at robin's tomorrow. Marshall can't be trusted in the apartment with pies overnight. 7:30. Oh, marshall, are you working on the cranberry sauce? Yeah, some people just can't take a hint. By the way, I'm really swamped in here. Uh-huh. I'm not sure I have time to mash those potatoes, you're standing right next to. Yep. masher's right there, next to the pot. How do you respond to something like that? No, Ted! What are you doing? That is a terrible idea! What the hell were you doing? Let's review: you and Ted broke up six months ago. You're dating another man... Why are you trying to destroy American Thanksgiving?! Well, did you guys at least talk about it? You know what? That's it! This is Thanksgiving. Solve this right now. And if you have s*x again, neither of you gets dessert! Oh, what the hell kind of Thanksgiving is this anyway? Thanks, baby. Ooh, some classical music, maybe. No! It's not! It's Thanksgiving! Our first one as a married couple, as grownups and you're not even trying to be a part of it! None of you are! So... as slap bet commissioner, I'm issuing a ruling. Thanksgiving is a day of peace. There will be no slaps today! The slap bet commissioner's word is final, so get in the kitchen and mash some potatoes, now. And for the rest of the day, we are going to enjoy a civilized, grownup holiday. Nope. This sucks. Eat up and leave. Oh, no... Barney, put it away. Barney, put it away. You can slap him. Well, guys have fun."
703,3,9,marhall ,Really?
704,3,9,marshall ,"Yes, it does! Everyone knows that. It's like general knowledge. Oh, man, I got a kernel stuck in my teeth. But after the first year,I get a major pay raise. I'm gonna go pay. Yeah, we do. Yeah, this is gonna be the best Slapsgiving ever. I said this is going to be the best Thanksgiving ever. Oh, hey, by the way, if anyone wants to come over early thursday, we can watch the Slapsgiving day parade. Said what? Oh, I guess I did. You know why? I've invented a new holiday: Slapsgiving. It's the one day we set aside each year to gather together and give slaps. Slapsgiving. Slapsgiving. And thursday at 3:01 p.m., your face is going to show my hand. Yeah, du he's in pretty good shape. He could probably kick your ass. For the millionth time, sleep-eating is a very serious and delicious medical condition. In a minute, baby. I've only got so many hands. You see what I got going on here? They're turkeys, but they're also hands, because later, we're going to eat turkey... and then i'm going to slap you in your face. What do you mean something weird happened last night? You're still getting slapped. That is a real slap in the face. Horrible idea. Oh, no! The slap-petizers. Don't stress, baby. I'll try to find us something relaxing. Oh, my! Look at that. That means we're in the final hour of the countdown. Then why is your right cheek twitching? It's not... maybe it's because future me slaps future you so hard, it reverberates back to the present, shattering the time-slap continuum. I'm sorry, what? I thought I ruined it by putting a clock on it, Barney? Well, no, no, no. you can't leave. But it's Slapsgiving. What?! Baby,please... -no! No, i just thought...before we eat, maybe the chef would like to say a few words. Well, then, I'd like to say something. If that's cool? Um... today, Lily did something great. Not only did she gather us all here together and cook a delicious meal, but she also started a new tradition. We're gonna do this again next year, and the year after that... maybe for the rest of our lives. I think that's pretty amazing if you think about it. And it's all thanks to you,Lily. I love you. So, to the first of many Thanksgivings together. That's three! Thanks, baby, you're the best. And as a special, added bonus, I've composed a song just for this occasion. Ted, lights! (Marshall starts playing the piano and singing) *What is this feelin' that's put you in your place a hot, red burnin' on the side of your face you feel the blood rush to your cheek. Tears start to fill your eyes and your lips are tremblin' but you can't speak,you're tryin', oh, you're tryin' not to cry! You just got sla-apped-oh, oh! Across the face, my friend-oh, oh, oh! You just got slapped. Yes, that really just happened. Everybody saw it and everybody laughed and clapped, it was awesome. Wait,you just got... slapped. Happy Slapsgiving, everybody.* Oh man, we're gonna be doing this all the time, now aren't we?"
705,3,9,robin ,"I'm gonna help lily pee. Oh, uh, that reminds me, I invited Bob. Well, he didn't have anywhere else to go, and I didn't know what to say. Is it really that big a deal? I'm sorry,sometimes I forget how seriously you guys take American Thanksgiving. Real thanksgiving happened over a month ago. Canadian Thanksgiving celebrates explorer martin frobisher's valiant yet ultimately unsuccessful attempt to find the northwest passage. Oh, there's Bob! By the way, heads up, he's a little bit older than us. He's forty-one. Hey, bob! Over here! Hi. Let's go get a drink. Uh, they just called. They're both super swamped preparing for tomorrow. No, he went to see green day. Making pies. Yeah, they do. Yeah. Yeah. Hey, ted. You, too. Is lily in the kitchen? Great. Lily? I yawned like a million times trying to get him to leave. I kept looking at the clock and sighing... totally clueless. And then Ted does the thing that he always does when there's an awkward silence. He panics and says the first thing that pops into his head. Hey, did you know that the first pies in recorded history came from Ancient Egypt? I'd already broken the ice with my cool pie fact. then he makes it ten times more awkward. Did you know that the egyptian pyramids can be seen from space? Probably? Okay, um... the pecan pie is gonna take the longest. Why don't we put that one in first? Um, it's my favorite. I know. I just like smelling it. It's like eating with your nose. Yeah. Yeah, I-I just thought it might upset you. I don't know. Is it so ridiculous to think that you might be? Why? Right? Come on. Ted... He's 41! Why are you bashing on him so hard? It's mean. First of all, Bob and I are not sleeping together. We're just dating. Secondly, have I said one word about the parade of dubious conquests you've been marching past me the last few months? One of whom got you a butterfly tattoo? And if you and I are such good friends... why is baking a pie for Bob so weird? Well, what are we doing? It's Thanksgiving. I'm sorry, too. Of course we're friends. I'm glad we're friends. You are correct, Sir. That is a truth-fact. kablammo. Oh, Lily, it's not as bad as it sounds. Bob and I aren't that serious, and what happened last night with Ted was a fluke. I hear something burning... Clearly, we need to talk about this. We need to talk. We need to talk about last night. Ted, can we please just deal with this? Look, I'm not mad. I just think... What?! you're crazy! Only because your hand was still around my waist. I... leaned into it? Oh, that was you in little league, wasn't it? Look at us! We can't be alone together, can we? What does that mean? We're supposed to be friends. Well, maybe we should stop pretending. So... what do we do now? Okay. I guess we're not. That's the general idea."
706,3,9,ted ,"So then this hot intern leans over my desk, I can totally see she has a pierced... (Robin and Lily walk across the room) Brosnan. Pierce brosnan is my favorite of all the bonds. I'm gonna help marshall pay. yeah, this is going to be great. Just the five of us, right? How many days are in october? Dude, I thought we cleared this up last year. Is also tomorrow. How old is he? Hey, man, how are you? Parents? Unbelievable. Robin is dating Orville Redenbacher. How are you guys not seeing this? He's 150; Robin's 27. Barney, come on,what do you got? Hey, uh, what time are you guys going to robin's? Perfect. Just to be safe, I'll get there like 8:00, 8:30. Sorry I'm late. Where are Marshall and Lily? Is Bob coming? So it's... Pies. They're things that friends make together. Great. Great. Well, this is great. It'll give us a chance to catch up. I'm going to make a phone call. (On the phone with Barney who is at the Bar) Hey, it's me. listen, you have to come over here and make pies. Oh, awesome, you're a lifesaver. It's still kind of weird being alone with Robin, but if you were here... You're hitting on someone right now, aren't you? So you're not coming to make pies. Hey, happy Thanksgiving. yep. Marshall? You may not realize this, but since we broke up, Robin and I have never really been alone together. So we're in the kitchen, starting on the pies, and we realize, we don't have a damn thing to say to each other. I mean, you can't talk about how close you used to be. You can't talk about how close you're not now. You just feel like everything you say is gonna make things worse. I wanted to leave, but i couldn't stick her with making all the pies by herself. She was exhausted. Remember last year's Thanksgiving, when we had s*x seven times? What?! I thought it would break the ice. Ooh, the oven's pre-heated! Pecan pie? Why are we making that? You're allergic. So we're making a pie for Bob. Yeah. You know, you could have just told me it was for Bob. Upset me? Wait a second. Do you think that......Do you think that I'm jealous of Bob? Yes. Because he's a thousand years old. The only reason I'm jealous of Bob is that we can only talk about the first Thanksgiving, The only reason I'm jealous of Bob is because I heard noah gave him shotgun in the ark. The only reason I'm jealous of Bob is that I'm just an architect, but he discovered fire. How do you top that? I'm not. I'm just joking around. That's what friends do. Well, how come we're all allowed to bust on barney when he dates some skanktron, but when you sleep with the crypt keeper's dad, I'm not allowed to say a word? Hey, that is... Yeah, if you and i are such good friends, why couldn't you just tell me that's what we were doing? Okay, maybe we should talk about this later. I-I should get going. I don't know. I'm sorry. This is stupid. me, too. Clearly, we need to ignore this. Stuffed mushroom? Did you know that some mushrooms are carnivorous? Probably... not? Wait, wait, wait, wait. why would you be mad... you started it? We called a truce, we hugged, and when I tried to pull away, you kept your hand on my neck. Oh, come on! You leaned into it. Yeah. You're like the crappy kid in little league who knows he's not going to make contact, so he just...""Oops, I got hit by the pitch. Better take my base."" My on-base percentage was off the charts! Apparently not. We aren't friends, are we? Not really. We avoid each other. We smile politely. We're two people who pretend to be friends because it would be inconvenient not to. Maybe we should. I suppose... we eat dinner. And then that's it. Happy Thanksgiving. Guess we're not. This is gonna be majoy cleaner."
707,3,9,ted and robin,...just the two of us.  Something really weird happened last night.  You know? to save the friendship.  Major buzz-kill.
708,3,9,voice ,The slap will occur in ten..
709,3,9,,"Ted from 2030: Back when we were dating robin and I had this running joke. We were the only two people in the world who found it funny. Ted & Robin: General knowledge. Ted from 2030: And we did it all the time. Ted & Robin: Corporal punishment. Ted from 2030: Because once you start, it's surprisingly hard to stop. Ted & Robin: Colonel stuck-in-my-teeth. Ted from 2030: But now, we were broken up,so when Marshall said... Ted from 2030: We just let it slide. You see, on the surface, Robin and I looked like we were doing great. But the truth is, trying to be friends with your ex is a lot harder than it looks. You can't be as candid as you used to be. Ted from 2030: But most importantly, you can never, ever be alone together. Ted from 2030: I should explain. Kids, you remember the slap bet a year earlier, Marshall made a bet with Barney and won the right to slap him five times. He had already used the first and the second. But Marshall had something special in store for the third. Marshall, on the phone with Barney: slapcountdown.com. Barney, with a funny accent: I like Halloween very much. Is nice. Barney:...at your place, then you failed. Truth is, I'm not scared. Ted from 2030: Okay, kids, the truth is, Bob probably looked like this. Ted from 2030: But when your ex is dating someone new your mind tends to accentuate their flaws. This is how I saw bob. Ted from 2030: After a very long night, it was finally the big holiday. Sorry, the two big holidays. Lily, Marshall and Barney: You guys slept together last night? Lily:...who's coming to my thanksgiving today... Lily:...an event Ted is also attending. Ted:: There's office material... Ted from 2030: So we sat down to our first Thanksgiving together as a group...and, apparently, our last. Ted from 2030: And then a funny thing happened... Ted from 2030: You see kids, friendship is an involuntary reflex... It just happens,you can't help it. That first Thanksgiving turned out to be a wonderful dinner with the four people I love most in the world... and Bob and it did become a tradition. That's why every year,we go to aunt Lily and uncle Marshall's for Thanksgiving. Voice:...six... Voice:... five, four... Voice:...three... Voice:...two...one."
710,3,11,a man," Oh, hey! You must be our new neighbors. I'm Michael."
711,3,11,a women, and i'm laura.
712,3,11,all ,"Ted, why would you do that? NO! no, no, don't do it! Oh no! oh you are kidding me?! What?!"
